ID,receiver_country,receiver_region,receiver_name,receiver_category,receiver_category_subcode
640,Poland,EUROPE; NATO; EU; EASTEU,,State institutions / political system,Government / ministries
640,Poland,EUROPE; NATO; EU; EASTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
641,Israel,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
642,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,
643,Hong Kong,ASIA,,End user(s) / specially protected groups,
644,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
645,Romania,EUROPE; BALKANS; NATO; EU,,State institutions / political system,Police
646,Germany,EUROPE; NATO; EU; WESTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
647,Israel,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
648,Ukraine,EUROPE; EASTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
649,UNICEF,,,International / supranational organization,
650,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,Intelligence agencies
651,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,Government / ministries
651,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,Government / ministries
652,Albania,EUROPE; BALKANS; NATO; WBALKANS,,State institutions / political system,Government / ministries
653,Ukraine,EUROPE; EASTEU,,State institutions / political system,Civil service / administration
653,Ukraine,EUROPE; EASTEU,,State institutions / political system,
654,Syria,ASIA; MENA; MEA,,Social groups,Terrorist
655,Australia,OC,,Media,
656,Canada,NATO; NORTHAM,,State institutions / political system,Military
657,United States,NATO; NORTHAM,,End user(s) / specially protected groups,
658,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
658,United States,NATO; NORTHAM,,Media,
658,France,EUROPE; NATO; EU; WESTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
658,France,EUROPE; NATO; EU; WESTEU,,Media,
658,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
658,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Media,
658,Canada,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
658,Canada,NATO; NORTHAM,,Media,
659,France,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Intelligence agencies
659,France,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Election infrastructure / related systems
660,"Korea, Republic of",ASIA; SCS; NEA,,Critical infrastructure,Energy
661,United States,NATO; NORTHAM,,State institutions / political system,Civil service / administration
662,United States,NATO; NORTHAM,,Critical infrastructure,Energy
663,Germany,EUROPE; NATO; EU; WESTEU,,Critical infrastructure,Health
663,Germany,EUROPE; NATO; EU; WESTEU,,Critical infrastructure,Chemicals
663,Germany,EUROPE; NATO; EU; WESTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
663,Japan,ASIA; SCS; NEA,,Critical infrastructure,Health
663,Japan,ASIA; SCS; NEA,,Critical infrastructure,Chemicals
663,Japan,ASIA; SCS; NEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
664,India,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
664,India,ASIA; SASIA; SCO,,Critical infrastructure,Telecommunications
664,India,ASIA; SASIA; SCO,,Critical infrastructure,Defence industry
664,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
664,Pakistan,ASIA; SASIA; SCO,,Critical infrastructure,Telecommunications
664,Pakistan,ASIA; SASIA; SCO,,Critical infrastructure,Defence industry
664,Afghanistan,ASIA; SASIA,,State institutions / political system,Government / ministries
664,Afghanistan,ASIA; SASIA,,Critical infrastructure,Telecommunications
664,Afghanistan,ASIA; SASIA,,Critical infrastructure,Defence industry
664,Kazakhstan,ASIA; CSTO; SCO,,State institutions / political system,Government / ministries
664,Kazakhstan,ASIA; CSTO; SCO,,Critical infrastructure,Telecommunications
664,Kazakhstan,ASIA; CSTO; SCO,,Critical infrastructure,Defence industry
665,United States,NATO; NORTHAM,,Critical infrastructure,Defence industry
666,Kazakhstan,ASIA; CSTO; SCO,,Social groups,Political opposition / dissidents / expats
666,Kazakhstan,ASIA; CSTO; SCO,,End user(s) / specially protected groups,
666,Kazakhstan,ASIA; CSTO; SCO,,Media,
667,Ukraine,EUROPE; EASTEU,,Critical infrastructure,Energy
667,Poland,EUROPE; NATO; EU; EASTEU,,Critical infrastructure,Energy
668,Ukraine,EUROPE; EASTEU,,State institutions / political system,Government / ministries
669,United States,NATO; NORTHAM,,Critical infrastructure,Telecommunications
669,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
670,Israel,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
670,Israel,ASIA; MENA; MEA,,State institutions / political system,Military
670,Israel,ASIA; MENA; MEA,,Critical infrastructure,Transportation
670,Israel,ASIA; MENA; MEA,,Critical infrastructure,Telecommunications
670,Israel,ASIA; MENA; MEA,,Science,
670,Kuwait,ASIA; MENA; MEA; GULFC,,State institutions / political system,Government / ministries
670,Kuwait,ASIA; MENA; MEA; GULFC,,State institutions / political system,Military
670,Kuwait,ASIA; MENA; MEA; GULFC,,Critical infrastructure,Transportation
670,Kuwait,ASIA; MENA; MEA; GULFC,,Critical infrastructure,Telecommunications
670,Kuwait,ASIA; MENA; MEA; GULFC,,Science,
670,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,Government / ministries
670,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,Military
670,"Korea, Republic of",ASIA; SCS; NEA,,Critical infrastructure,Transportation
670,"Korea, Republic of",ASIA; SCS; NEA,,Critical infrastructure,Telecommunications
670,"Korea, Republic of",ASIA; SCS; NEA,,Science,
671,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,
671,Russia,EUROPE; EASTEU; CSTO; SCO,,Critical infrastructure,Energy
671,Russia,EUROPE; EASTEU; CSTO; SCO,,Critical infrastructure,Defence industry
671,Russia,EUROPE; EASTEU; CSTO; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
671,"Moldova, Republic of",EUROPE; EASTEU,,State institutions / political system,
671,"Moldova, Republic of",EUROPE; EASTEU,,Critical infrastructure,Energy
671,"Moldova, Republic of",EUROPE; EASTEU,,Critical infrastructure,Defence industry
671,"Moldova, Republic of",EUROPE; EASTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
671,Global (region),,,State institutions / political system,
671,Global (region),,,Critical infrastructure,Energy
671,Global (region),,,Critical infrastructure,Defence industry
671,Global (region),,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
672,Uzbekistan,ASIA; CENTAS; CSTO; SCO,,Social groups,Advocacy / activists (e.g. human rights organizations)
672,Uzbekistan,ASIA; CENTAS; CSTO; SCO,,Media,
673,Lithuania,EUROPE; NATO; EU; NORTHEU,Not available,State institutions / political system,Government / ministries
674,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
675,India,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
675,India,ASIA; SASIA; SCO,,State institutions / political system,Military
676,Philippines,ASIA; SCS; SEA,,State institutions / political system,Government / ministries
676,Philippines,ASIA; SCS; SEA,,International / supranational organization,
676,Philippines,ASIA; SCS; SEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
677,Israel,ASIA; MENA; MEA,,State institutions / political system,Military
678,"Iran, Islamic Republic of",ASIA; MENA; MEA,,End user(s) / specially protected groups,
678,"Iran, Islamic Republic of",ASIA; MENA; MEA,,Media,
678,"Iran, Islamic Republic of",ASIA; MENA; MEA,,Other,
678,Israel,ASIA; MENA; MEA,,End user(s) / specially protected groups,
678,Israel,ASIA; MENA; MEA,,Media,
678,Israel,ASIA; MENA; MEA,,Other,
678,Palestine,ASIA; MENA; MEA,,End user(s) / specially protected groups,
678,Palestine,ASIA; MENA; MEA,,Media,
678,Palestine,ASIA; MENA; MEA,,Other,
678,Egypt,MENA; MEA; AFRICA; NAF,,End user(s) / specially protected groups,
678,Egypt,MENA; MEA; AFRICA; NAF,,Media,
678,Egypt,MENA; MEA; AFRICA; NAF,,Other,
678,Jordan,ASIA; MENA; MEA,,End user(s) / specially protected groups,
678,Jordan,ASIA; MENA; MEA,,Media,
678,Jordan,ASIA; MENA; MEA,,Other,
678,Libya,AFRICA; MENA; MEA; NAF,,End user(s) / specially protected groups,
678,Libya,AFRICA; MENA; MEA; NAF,,Media,
678,Libya,AFRICA; MENA; MEA; NAF,,Other,
679,Syria,ASIA; MENA; MEA,,Social groups,Political opposition / dissidents / expats
679,Syria,ASIA; MENA; MEA,,End user(s) / specially protected groups,
680,Australia,OC,,State institutions / political system,Government / ministries
681,Saudi Arabia,ASIA; MENA; MEA; GULFC,,State institutions / political system,Government / ministries
682,United States,NATO; NORTHAM,,State institutions / political system,Military
683,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
684,Japan,ASIA; SCS; NEA,,Unknown,
685,Ukraine,EUROPE; EASTEU,,State institutions / political system,Government / ministries
685,Ukraine,EUROPE; EASTEU,,State institutions / political system,Political parties
685,Ukraine,EUROPE; EASTEU,,Social groups,Advocacy / activists (e.g. human rights organizations)
685,Ukraine,EUROPE; EASTEU,,Media,
686,United States,NATO; NORTHAM,,Social groups,Other social groups
686,Europe (region),,,Social groups,Other social groups
686,Russia,EUROPE; EASTEU; CSTO; SCO,,Social groups,Other social groups
687,Mexico,,,End user(s) / specially protected groups,
687,Mexico,,,Media,
688,Ecuador,,,State institutions / political system,Government / ministries
688,Peru,SOUTHAM,,State institutions / political system,Government / ministries
688,Brazil,SOUTHAM,,State institutions / political system,Government / ministries
688,Malaysia,ASIA; SCS; SEA,,State institutions / political system,Government / ministries
688,Argentina,SOUTHAM,,State institutions / political system,Government / ministries
688,Brunei,ASIA; SCS,,State institutions / political system,Government / ministries
689,"Iran, Islamic Republic of",ASIA; MENA; MEA,,End user(s) / specially protected groups,
689,Lebanon,ASIA; MENA; MEA,,End user(s) / specially protected groups,
689,Egypt,MENA; MEA; AFRICA; NAF,,End user(s) / specially protected groups,
689,Morocco,AFRICA; NAF; MENA,,End user(s) / specially protected groups,
689,Jordan,ASIA; MENA; MEA,,End user(s) / specially protected groups,
690,France,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Government / ministries
690,France,EUROPE; NATO; EU; WESTEU,,Social groups,Religious
690,France,EUROPE; NATO; EU; WESTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
690,France,EUROPE; NATO; EU; WESTEU,,Other,
691,United States,NATO; NORTHAM,,State institutions / political system,Military
692,France,EUROPE; NATO; EU; WESTEU,,Media,
693,Malaysia,ASIA; SCS; SEA,,Critical infrastructure,Transportation
694,Philippines,ASIA; SCS; SEA,,State institutions / political system,Government / ministries
695,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Media,
696,Netherlands,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Government / ministries
697,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,
697,Russia,EUROPE; EASTEU; CSTO; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
698,India,ASIA; SASIA; SCO,,State institutions / political system,Military
699,Denmark,EUROPE; NATO; EU; NORTHEU,,State institutions / political system,Military
700,Canada,NATO; NORTHAM,,State institutions / political system,Government / ministries
701,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
702,Yemen,ASIA; MENA; MEA,,Critical infrastructure,Telecommunications
702,Yemen,ASIA; MENA; MEA,,End user(s) / specially protected groups,
702,Yemen,ASIA; MENA; MEA,,Other,
703,Ukraine,EUROPE; EASTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
703,Ukraine,EUROPE; EASTEU,,Media,
704,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,Government / ministries
705,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,Government / ministries
705,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,Police
706,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Media,
706,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Media,
707,Turkey,ASIA; NATO; MEA,,State institutions / political system,Government / ministries
708,Armenia,ASIA; CENTAS; CSTO,,State institutions / political system,Government / ministries
709,United Arab Emirates,ASIA; MENA; MEA; GULFC,,Media,
710,Turkmenistan,ASIA,,State institutions / political system,
711,"Iran, Islamic Republic of",ASIA; MENA; MEA,,Media,
712,Germany,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Legislative
713,Holy See (Vatican City State),EUROPE,,State institutions / political system,Government / ministries
714,Chile,SOUTHAM,,State institutions / political system,Government / ministries
715,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
716,United Kingdom,EUROPE; NATO; EU; NORTHEU,,State institutions / political system,Legislative
717,Japan,ASIA; SCS; NEA,,State institutions / political system,Civil service / administration
718,Italy,EUROPE; NATO; EU,,State institutions / political system,Government / ministries
718,Italy,EUROPE; NATO; EU,,State institutions / political system,Military
719,Middle East (region),,,State institutions / political system,Government / ministries
719,Middle East (region),,,Critical infrastructure,Finance
719,Middle East (region),,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
719,Middle East (region),,,Media,
719,Middle East (region),,,Critical infrastructure,Defence industry
719,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
719,United States,NATO; NORTHAM,,Critical infrastructure,Finance
719,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
719,United States,NATO; NORTHAM,,Media,
719,United States,NATO; NORTHAM,,Critical infrastructure,Defence industry
719,Europe (region),,,State institutions / political system,Government / ministries
719,Europe (region),,,Critical infrastructure,Finance
719,Europe (region),,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
719,Europe (region),,,Media,
719,Europe (region),,,Critical infrastructure,Defence industry
720,"Iran, Islamic Republic of",ASIA; MENA; MEA,,State institutions / political system,Military
721,United States,NATO; NORTHAM,,State institutions / political system,Political parties
722,United States,NATO; NORTHAM,,State institutions / political system,
722,United States,NATO; NORTHAM,,International / supranational organization,
722,United States,NATO; NORTHAM,,Critical infrastructure,Telecommunications
722,United States,NATO; NORTHAM,,Critical infrastructure,Defence industry
722,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
722,United Kingdom,EUROPE; NATO; EU; NORTHEU,,State institutions / political system,
722,United Kingdom,EUROPE; NATO; EU; NORTHEU,,International / supranational organization,
722,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Critical infrastructure,Telecommunications
722,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Critical infrastructure,Defence industry
722,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
722,Australia,OC,,State institutions / political system,
722,Australia,OC,,International / supranational organization,
722,Australia,OC,,Critical infrastructure,Telecommunications
722,Australia,OC,,Critical infrastructure,Defence industry
722,Australia,OC,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
722,Israel,ASIA; MENA; MEA,,State institutions / political system,
722,Israel,ASIA; MENA; MEA,,International / supranational organization,
722,Israel,ASIA; MENA; MEA,,Critical infrastructure,Telecommunications
722,Israel,ASIA; MENA; MEA,,Critical infrastructure,Defence industry
722,Israel,ASIA; MENA; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
722,Singapore,ASIA,,State institutions / political system,
722,Singapore,ASIA,,International / supranational organization,
722,Singapore,ASIA,,Critical infrastructure,Telecommunications
722,Singapore,ASIA,,Critical infrastructure,Defence industry
722,Singapore,ASIA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
723,Thailand,ASIA; SEA,,State institutions / political system,Government / ministries
724,United States,NATO; NORTHAM,,State institutions / political system,Military
725,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Social groups,Advocacy / activists (e.g. human rights organizations)
726,United States,NATO; NORTHAM,,State institutions / political system,Military
727,United States,NATO; NORTHAM,,State institutions / political system,Political parties
728,Malaysia,ASIA; SCS; SEA,,State institutions / political system,Police
729,Canada,NATO; NORTHAM,,State institutions / political system,Government / ministries
729,Canada,NATO; NORTHAM,,State institutions / political system,Intelligence agencies
730,United States,NATO; NORTHAM,,State institutions / political system,Civil service / administration
731,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
732,Azerbaijan,ASIA; CENTAS,,End user(s) / specially protected groups,
733,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
734,Germany,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Government / ministries
734,Germany,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Legislative
735,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
736,Italy,EUROPE; NATO; EU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
737,Canada,NATO; NORTHAM,,State institutions / political system,Police
738,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Media,
739,NATO (region),,,International / supranational organization,
739,NATO (region),,,Science,
739,United States,NATO; NORTHAM,,International / supranational organization,
739,United States,NATO; NORTHAM,,Science,
740,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Critical infrastructure,Telecommunications
740,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Critical infrastructure,Finance
740,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Critical infrastructure,Defence industry
741,Taiwan,ASIA; SCS,,State institutions / political system,Government / ministries
742,Mexico,,,State institutions / political system,Government / ministries
743,United States,NATO; NORTHAM,,State institutions / political system,Judiciary
744,Saudi Arabia,ASIA; MENA; MEA; GULFC,,State institutions / political system,Military
745,United Kingdom,EUROPE; NATO; EU; NORTHEU,,State institutions / political system,Police
746,Afghanistan,ASIA; SASIA,,Critical infrastructure,Telecommunications
747,France,EUROPE; NATO; EU; WESTEU,,Media,
748,India,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
749,Vietnam,ASIA; SCS; SEA,,State institutions / political system,Government / ministries
750,India,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
751,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
751,Pakistan,ASIA; SASIA; SCO,,Media,
752,Philippines,ASIA; SCS; SEA,,Critical infrastructure,Finance
753,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,Government / ministries
753,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,Legislative
754,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,Government / ministries
755,Hong Kong,ASIA,,State institutions / political system,Political parties
755,Hong Kong,ASIA,,End user(s) / specially protected groups,
756,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
757,Thailand,ASIA; SEA,,State institutions / political system,Government / ministries
758,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
759,Myanmar,ASIA; SEA,,State institutions / political system,Civil service / administration
759,Myanmar,ASIA; SEA,,State institutions / political system,Election infrastructure / related systems
760,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,Political parties
761,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,Government / ministries
762,Taiwan,ASIA; SCS,,State institutions / political system,Intelligence agencies
762,Taiwan,ASIA; SCS,,State institutions / political system,
762,Taiwan,ASIA; SCS,,Media,
763,Thailand,ASIA; SEA,,State institutions / political system,Police
764,Israel,ASIA; MENA; MEA,,State institutions / political system,Military
764,Israel,ASIA; MENA; MEA,,Social groups,Advocacy / activists (e.g. human rights organizations)
764,Israel,ASIA; MENA; MEA,,Science,
765,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,
765,China,ASIA; SCS; EASIA; NEA; SCO,,Media,
765,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,
765,Pakistan,ASIA; SASIA; SCO,,Media,
765,Sri Lanka,ASIA; SASIA,,State institutions / political system,
765,Sri Lanka,ASIA; SASIA,,Media,
765,United States,NATO; NORTHAM,,State institutions / political system,
765,United States,NATO; NORTHAM,,Media,
765,Uruguay,SOUTHAM,,State institutions / political system,
765,Uruguay,SOUTHAM,,Media,
765,Bangladesh,ASIA; SASIA,,State institutions / political system,
765,Bangladesh,ASIA; SASIA,,Media,
765,Taiwan,ASIA; SCS,,State institutions / political system,
765,Taiwan,ASIA; SCS,,Media,
765,Australia,OC,,State institutions / political system,
765,Australia,OC,,Media,
766,Brazil,SOUTHAM,,State institutions / political system,Military
767,United States,NATO; NORTHAM,,State institutions / political system,Police
768,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Social groups,Religious
769,Azerbaijan,ASIA; CENTAS,,State institutions / political system,"Other (e.g., embassies)"
769,Azerbaijan,ASIA; CENTAS,,Critical infrastructure,Finance
770,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,"Other (e.g., embassies)"
770,Russia,EUROPE; EASTEU; CSTO; SCO,,Critical infrastructure,Finance
771,Taiwan,ASIA; SCS,,State institutions / political system,Government / ministries
771,Taiwan,ASIA; SCS,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
771,Taiwan,ASIA; SCS,,Media,
771,Japan,ASIA; SCS; NEA,,State institutions / political system,Government / ministries
771,Japan,ASIA; SCS; NEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
771,Japan,ASIA; SCS; NEA,,Media,
772,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
773,India,ASIA; SASIA; SCO,,State institutions / political system,"Other (e.g., embassies)"
773,India,ASIA; SASIA; SCO,,Critical infrastructure,Finance
774,Iceland,EUROPE; NATO; NORTHEU,,State institutions / political system,Government / ministries
775,United Nations,,,International / supranational organization,
776,Ukraine,EUROPE; EASTEU,,Critical infrastructure,Transportation
777,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
778,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
778,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
778,United States,NATO; NORTHAM,,Other,
779,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
779,United States,NATO; NORTHAM,,State institutions / political system,Military
779,United States,NATO; NORTHAM,,State institutions / political system,Intelligence agencies
779,Global (region),,,State institutions / political system,Government / ministries
779,Global (region),,,State institutions / political system,Military
779,Global (region),,,State institutions / political system,Intelligence agencies
780,Turkey,ASIA; NATO; MEA,,State institutions / political system,Government / ministries
780,Turkey,ASIA; NATO; MEA,,Critical infrastructure,Finance
781,Turkey,ASIA; NATO; MEA,,Critical infrastructure,Energy
781,United States,NATO; NORTHAM,,Critical infrastructure,Energy
781,Switzerland,EUROPE; WESTEU,,Critical infrastructure,Energy
782,Japan,ASIA; SCS; NEA,,State institutions / political system,Government / ministries
783,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
784,United States,NATO; NORTHAM,,State institutions / political system,Military
784,France,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Military
785,Azerbaijan,ASIA; CENTAS,,State institutions / political system,Government / ministries
786,Ukraine,EUROPE; EASTEU,,Critical infrastructure,Energy
787,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,Government / ministries
788,United States,NATO; NORTHAM,,State institutions / political system,
788,United States,NATO; NORTHAM,,Critical infrastructure,Defence industry
788,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
789,Sri Lanka,ASIA; SASIA,,State institutions / political system,Government / ministries
789,Sri Lanka,ASIA; SASIA,,State institutions / political system,Military
789,Sri Lanka,ASIA; SASIA,,State institutions / political system,
789,Sri Lanka,ASIA; SASIA,,Social groups,Ethnic
789,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,Government / ministries
789,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,Military
789,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,
789,"Korea, Republic of",ASIA; SCS; NEA,,Social groups,Ethnic
789,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,Government / ministries
789,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,Military
789,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,
789,China,ASIA; SCS; EASIA; NEA; SCO,,Social groups,Ethnic
790,Italy,EUROPE; NATO; EU,,Critical infrastructure,Defence industry
791,Nigeria,AFRICA; SSA,,Social groups,Political opposition / dissidents / expats
792,India,ASIA; SASIA; SCO,,End user(s) / specially protected groups,
792,Vietnam,ASIA; SCS; SEA,,End user(s) / specially protected groups,
792,Bangladesh,ASIA; SASIA,,End user(s) / specially protected groups,
792,Indonesia,ASIA; SCS; SEA,,End user(s) / specially protected groups,
792,Nepal,ASIA; SASIA,,End user(s) / specially protected groups,
792,Myanmar,ASIA; SEA,,End user(s) / specially protected groups,
792,Malaysia,ASIA; SCS; SEA,,End user(s) / specially protected groups,
793,United States,NATO; NORTHAM,,Unknown,
794,Czech Republic,EUROPE; NATO; EU; EASTEU,,State institutions / political system,Government / ministries
795,United Arab Emirates,ASIA; MENA; MEA; GULFC,,State institutions / political system,Government / ministries
795,United Arab Emirates,ASIA; MENA; MEA; GULFC,,State institutions / political system,
795,United Arab Emirates,ASIA; MENA; MEA; GULFC,,Social groups,Advocacy / activists (e.g. human rights organizations)
795,United Arab Emirates,ASIA; MENA; MEA; GULFC,,End user(s) / specially protected groups,
795,United Arab Emirates,ASIA; MENA; MEA; GULFC,,Media,
795,Qatar,ASIA; MENA; MEA; GULFC,,State institutions / political system,Government / ministries
795,Qatar,ASIA; MENA; MEA; GULFC,,State institutions / political system,
795,Qatar,ASIA; MENA; MEA; GULFC,,Social groups,Advocacy / activists (e.g. human rights organizations)
795,Qatar,ASIA; MENA; MEA; GULFC,,End user(s) / specially protected groups,
795,Qatar,ASIA; MENA; MEA; GULFC,,Media,
795,Oman,ASIA; MENA; MEA; GULFC,,State institutions / political system,Government / ministries
795,Oman,ASIA; MENA; MEA; GULFC,,State institutions / political system,
795,Oman,ASIA; MENA; MEA; GULFC,,Social groups,Advocacy / activists (e.g. human rights organizations)
795,Oman,ASIA; MENA; MEA; GULFC,,End user(s) / specially protected groups,
795,Oman,ASIA; MENA; MEA; GULFC,,Media,
795,United Kingdom,EUROPE; NATO; EU; NORTHEU,,State institutions / political system,Government / ministries
795,United Kingdom,EUROPE; NATO; EU; NORTHEU,,State institutions / political system,
795,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Social groups,Advocacy / activists (e.g. human rights organizations)
795,United Kingdom,EUROPE; NATO; EU; NORTHEU,,End user(s) / specially protected groups,
795,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Media,
795,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
795,United States,NATO; NORTHAM,,State institutions / political system,
795,United States,NATO; NORTHAM,,Social groups,Advocacy / activists (e.g. human rights organizations)
795,United States,NATO; NORTHAM,,End user(s) / specially protected groups,
795,United States,NATO; NORTHAM,,Media,
795,Turkey,ASIA; NATO; MEA,,State institutions / political system,Government / ministries
795,Turkey,ASIA; NATO; MEA,,State institutions / political system,
